[0.000000] (-) TimerEvent: {}
[0.000957] (config_files) JobQueued: {'identifier': 'config_files', 'dependencies': OrderedDict()}
[0.923831] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_PortraitE_01/model.config\n'}
[0.923870] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/sun\n'}
[0.923909] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/sun/model.sdf\n'}
[0.923948] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/sun/model-1_4.sdf\n'}
[0.923987] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/sun/model-1_3.sdf\n'}
[0.924025] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/sun/model-1_2.sdf\n'}
[0.924109] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/sun/model.config\n'}
[0.924154] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_TVCabinet_01\n'}
[0.924194] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_TVCabinet_01/model.sdf\n'}
[0.924234] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_TVCabinet_01/materials\n'}
[0.924273] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_TVCabinet_01/materials/textures\n'}
[0.924312] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_TVCabinet_01/materials/textures/aws_TVCabinet_01.png\n'}
[0.924352] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_TVCabinet_01/meshes\n'}
[0.924399] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_TVCabinet_01/meshes/aws_TVCabinet_01_collision.DAE\n'}
[0.924438] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_TVCabinet_01/meshes/aws_TVCabinet_01_visual.DAE\n'}
[0.924476] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_TVCabinet_01/model.config\n'}
[0.924514] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_RoomWindow_01\n'}
[0.924572] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_RoomWindow_01/model.sdf\n'}
[0.924611] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_RoomWindow_01/materials\n'}
[0.924650] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_RoomWindow_01/materials/textures\n'}
[0.924688] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_RoomWindow_01/materials/textures/aws_RoomWindow_01.png\n'}
[0.924731] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_RoomWindow_01/meshes\n'}
[0.924770] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_RoomWindow_01/meshes/aws_RoomWindow_01_collision.DAE\n'}
[0.924809] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_RoomWindow_01/meshes/aws_RoomWindow_01_visual.DAE\n'}
[0.924847] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_RoomWindow_01/model.config\n'}
[0.924885] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_RoofB_01\n'}
[0.924928] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_RoofB_01/model.sdf\n'}
[0.924966] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_RoofB_01/materials\n'}
[0.925004] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_RoofB_01/materials/textures\n'}
[0.929118] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_RoofB_01/materials/textures/aws_robomaker_warehouse_RoofB_01.png\n'}
[0.929175] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_RoofB_01/meshes\n'}
[0.929217] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_RoofB_01/meshes/aws_robomaker_warehouse_RoofB_01_collision.DAE\n'}
[0.929257] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_RoofB_01/meshes/aws_robomaker_warehouse_RoofB_01_visual.DAE\n'}
[0.929298] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_RoofB_01/model.config\n'}
[0.929339] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitC_02\n'}
[0.929378] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitC_02/model.sdf\n'}
[0.929417] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitC_02/materials\n'}
[0.929456] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitC_02/materials/textures\n'}
[0.929496] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitC_02/materials/textures/aws_DeskPortraitC_02.png\n'}
[0.929571] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitC_02/materials/textures/aws_DeskPortraitC_01.png\n'}
[0.929615] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitC_02/materials/textures/DeskPortraitC_02.jpg\n'}
[0.929654] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitC_02/meshes\n'}
[0.929693] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitC_02/meshes/aws_DeskPortraitC_01_visual.DAE\n'}
[0.929731] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitC_02/meshes/aws_DeskPortraitC_01_collision.DAE\n'}
[0.929769] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitC_02/model.config\n'}
[0.929816] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Bed_01\n'}
[0.929855] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Bed_01/model.sdf\n'}
[0.929893] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Bed_01/materials\n'}
[0.929930] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Bed_01/materials/textures\n'}
[0.929968] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Bed_01/materials/textures/aws_Bed_01.png\n'}
[0.930007] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Bed_01/materials/textures/aws_BedC_01.png\n'}
[0.930079] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Bed_01/materials/textures/aws_BedA_01.png\n'}
[0.930127] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Bed_01/materials/textures/aws_BedB_01.png\n'}
[0.930166] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Bed_01/meshes\n'}
[0.930204] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Bed_01/meshes/aws_Bed_01_visual.DAE\n'}
[0.930241] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Bed_01/meshes/aws_Bed_01_collision.DAE\n'}
[0.930278] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Bed_01/model.config\n'}
[0.930316] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_RoomWall_01\n'}
[0.930353] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_RoomWall_01/model.sdf\n'}
[0.930392] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_RoomWall_01/materials\n'}
[0.930431] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_RoomWall_01/materials/textures\n'}
[0.930469] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_RoomWall_01/materials/textures/aws_RoomWall_01.png\n'}
[0.930507] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_RoomWall_01/meshes\n'}
[0.930567] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_RoomWall_01/meshes/aws_RoomWall_01_visual.DAE\n'}
[0.930608] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_RoomWall_01/meshes/aws_RoomWall_01_collision.DAE\n'}
[0.930666] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_RoomWall_01/model.config\n'}
[0.930706] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitD_03\n'}
[0.930744] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitD_03/model.sdf\n'}
[0.930786] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitD_03/materials\n'}
[0.930824] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitD_03/materials/textures\n'}
[0.930866] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitD_03/materials/textures/aws_DeskPortraitD_02.png\n'}
[0.930906] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitD_03/materials/textures/DeskPortraitD_03.jpg\n'}
[0.930945] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitD_03/materials/textures/aws_DeskPortraitD_01.png\n'}
[0.930983] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitD_03/meshes\n'}
[0.931019] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitD_03/meshes/aws_DeskPortraitD_01_collision.DAE\n'}
[0.936156] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitD_03/meshes/aws_DeskPortraitD_01_visual.DAE\n'}
[0.936213] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitD_03/model.config\n'}
[0.936258] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/cafe_table\n'}
[0.936299] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/cafe_table/model.sdf\n'}
[0.936340] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/cafe_table/model-1_4.sdf\n'}
[0.936380] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/cafe_table/materials\n'}
[0.936421] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/cafe_table/materials/textures\n'}
[0.936459] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/cafe_table/materials/textures/Wood_Floor_Dark.jpg\n'}
[0.936498] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/cafe_table/materials/textures/Maple.jpg\n'}
[0.936554] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/cafe_table/meshes\n'}
[0.936609] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/cafe_table/meshes/cafe_table.dae\n'}
[0.936649] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/cafe_table/model.config\n'}
[0.936688] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Quilt_01\n'}
[0.936726] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Quilt_01/model.sdf\n'}
[0.936766] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Quilt_01/materials\n'}
[0.936804] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Quilt_01/materials/textures\n'}
[0.936842] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Quilt_01/materials/textures/aws_Quilt_01.png\n'}
[0.936881] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Quilt_01/meshes\n'}
[0.936929] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Quilt_01/meshes/aws_Quilt_01_visual.DAE\n'}
[0.936970] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Quilt_01/meshes/aws_Quilt_01_collision.DAE\n'}
[0.937009] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Quilt_01/model.config\n'}
[0.937082] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Tablet_01\n'}
[0.937131] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Tablet_01/model.sdf\n'}
[0.937170] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Tablet_01/materials\n'}
[0.937209] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Tablet_01/materials/textures\n'}
[0.937247] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Tablet_01/materials/textures/aws_Tablet_01_nologo.png\n'}
[0.937285] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Tablet_01/materials/.DS_Store\n'}
[0.937323] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Tablet_01/.DS_Store\n'}
[0.937360] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Tablet_01/meshes\n'}
[0.937398] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Tablet_01/meshes/aws_Tablet_01_collision.DAE\n'}
[0.937441] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Tablet_01/meshes/aws_Tablet_01_visual.DAE\n'}
[0.937479] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_Tablet_01/model.config\n'}
[0.937517] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/cafe_counter\n'}
[0.937574] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/cafe_counter/model.sdf\n'}
[0.937616] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/cafe_counter/materials\n'}
[0.937654] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/cafe_counter/materials/textures\n'}
[0.937692] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/cafe_counter/materials/textures/cafe_counter.png\n'}
[0.937729] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/cafe_counter/meshes\n'}
[0.937766] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/cafe_counter/meshes/cafe_counter.obj\n'}
[0.937803] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/cafe_counter/meshes/cafe_counter.mtl\n'}
[0.937841] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/cafe_counter/meshes/counter_sink.obj\n'}
[0.937878] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/cafe_counter/meshes/counter_no_sink.obj\n'}
[0.937915] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/cafe_counter/model.config\n'}
[0.937953] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_AirconditionerA_01\n'}
[0.937991] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_AirconditionerA_01/model.sdf\n'}
[0.938028] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_AirconditionerA_01/materials\n'}
[0.943415] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_AirconditionerA_01/materials/textures\n'}
[0.943477] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_AirconditionerA_01/materials/textures/aws_AirconditionerA_01.png\n'}
[0.943526] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_AirconditionerA_01/meshes\n'}
[0.943594] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_AirconditionerA_01/meshes/aws_AirconditionerA_01_visual.DAE\n'}
