[0.000000] (-) TimerEvent: {}
[0.006998] (config_files) JobQueued: {'identifier': 'config_files', 'dependencies': OrderedDict()}
[0.849878] (gazebo_envs) StdoutLine: {'line': b'-- Install configuration: ""\n'}
[0.850178] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/launch\n'}
[0.850375] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/launch/house_simul.launch.py\n'}
[0.850528] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models\n'}
[0.850747] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/mustard\n'}
[0.850946] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/mustard/model.sdf\n'}
[0.851153] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/mustard/materials\n'}
[0.851332] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/mustard/materials/scripts\n'}
[0.851463] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/mustard/materials/scripts/mustard.material\n'}
[0.851750] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/mustard/materials/textures\n'}
[0.851815] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/mustard/materials/textures/optimized_tsdf_texture_mapped_mesh.png\n'}
[0.851865] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/mustard/meshes\n'}
[0.852935] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/mustard/meshes/texture_map.png\n'}
[0.853013] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/mustard/meshes/mustard.dae\n'}
[0.853087] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/mustard/model.config\n'}
[0.853642] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_ShelfD_01\n'}
[0.853711] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_ShelfD_01/model.sdf\n'}
[0.853760] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_ShelfD_01/materials\n'}
[0.853806] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_ShelfD_01/materials/textures\n'}
[0.853850] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_ShelfD_01/materials/textures/aws_robomaker_warehouse_ShelfD_01.png\n'}
[0.853893] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_ShelfD_01/materials/textures/aws_robomaker_warehouse_ShelfD_03.png\n'}
[0.854469] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_ShelfD_01/materials/textures/aws_robomaker_warehouse_ShelfD_04.png\n'}
[0.854560] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_ShelfD_01/materials/textures/aws_robomaker_warehouse_ShelfD_02.png\n'}
[0.854616] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_ShelfD_01/meshes\n'}
[0.854663] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_ShelfD_01/meshes/aws_robomaker_warehouse_ShelfD_01_visual.DAE\n'}
[0.854708] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_ShelfD_01/meshes/aws_robomaker_warehouse_ShelfD_01_collision.DAE\n'}
[0.854752] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_ShelfD_01/model.config\n'}
[0.854800] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/coke_can\n'}
[0.855635] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/coke_can/model.sdf\n'}
[0.855777] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/coke_can/model-1_4.sdf\n'}
[0.855836] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/coke_can/materials\n'}
[0.855893] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/coke_can/materials/textures\n'}
[0.855938] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/coke_can/materials/textures/coke_can.png\n'}
[0.855981] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/coke_can/model-1_3.sdf\n'}
[0.856602] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/coke_can/model-1_2.sdf\n'}
[0.856673] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/coke_can/meshes\n'}
[0.856721] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/coke_can/meshes/coke_can.dae\n'}
[0.856766] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/coke_can/model.config\n'}
[0.856810] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_SofaC_01\n'}
[0.856854] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_SofaC_01/model.sdf\n'}
[0.856896] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_SofaC_01/materials\n'}
[0.856939] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_SofaC_01/materials/textures\n'}
[0.856980] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_SofaC_01/materials/textures/aws_SofaC_01.png\n'}
[0.857046] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_SofaC_01/meshes\n'}
[0.857106] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_SofaC_01/meshes/aws_SofaC_01_collision.DAE\n'}
[0.857150] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_SofaC_01/meshes/aws_SofaC_01_visual.DAE\n'}
[0.857192] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_SofaC_01/model.config\n'}
[0.857234] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_ClutteringD_01\n'}
[0.857276] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_ClutteringD_01/model.sdf\n'}
[0.857325] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_ClutteringD_01/materials\n'}
[0.857367] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_ClutteringD_01/materials/textures\n'}
[0.857413] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_ClutteringD_01/materials/textures/aws_robomaker_warehouse_ClutteringD_01.png\n'}
[0.858688] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_ClutteringD_01/materials/textures/aws_robomaker_warehouse_ClutteringD_02.png\n'}
[0.858764] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_ClutteringD_01/meshes\n'}
[0.858812] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_ClutteringD_01/meshes/aws_robomaker_warehouse_ClutteringD_01_collision.DAE\n'}
[0.858857] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_ClutteringD_01/meshes/aws_robomaker_warehouse_ClutteringD_01_visual.DAE\n'}
[0.858902] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_ClutteringD_01/model.config\n'}
[0.858944] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_FoldingDoor_01\n'}
[0.859001] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_FoldingDoor_01/model.sdf\n'}
[0.859087] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_FoldingDoor_01/materials\n'}
[0.859136] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_FoldingDoor_01/materials/textures\n'}
[0.859178] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_FoldingDoor_01/materials/textures/aws_FoldingDoor_01.png\n'}
[0.859221] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_FoldingDoor_01/meshes\n'}
[0.859262] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_FoldingDoor_01/meshes/aws_FoldingDoor_01_collision.DAE\n'}
[0.859303] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_FoldingDoor_01/meshes/aws_FoldingDoor_01_visual.DAE\n'}
[0.859344] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_FoldingDoor_01/model.config\n'}
[0.859385] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitA_02\n'}
[0.859433] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitA_02/model.sdf\n'}
[0.859474] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitA_02/materials\n'}
[0.859515] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitA_02/materials/textures\n'}
[0.860896] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitA_02/materials/textures/aws_DeskPortraitA_02.png\n'}
[0.860949] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitA_02/materials/textures/DeskPortraitA_02.jpg\n'}
[0.860995] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitA_02/materials/textures/aws_DeskPortraitA_01.png\n'}
[0.861405] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitA_02/meshes\n'}
[0.861467] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitA_02/meshes/aws_DeskPortraitA_01_collision.DAE\n'}
[0.861515] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitA_02/meshes/aws_DeskPortraitA_01_visual.DAE\n'}
[0.861590] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitA_02/model.config\n'}
[0.861637] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/Apriltag36_11_00000\n'}
[0.861680] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/Apriltag36_11_00000/model.sdf\n'}
[0.861722] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/Apriltag36_11_00000/materials\n'}
[0.861765] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/Apriltag36_11_00000/materials/textures\n'}
[0.861809] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/Apriltag36_11_00000/materials/textures/tag36_11_00000.png\n'}
[0.861851] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/Apriltag36_11_00000/meshes\n'}
[0.861893] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/Apriltag36_11_00000/meshes/tag36_11_00000.dae\n'}
[0.861945] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/Apriltag36_11_00000/model.config\n'}
[0.861987] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_PortraitD_02\n'}
[0.862057] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_PortraitD_02/model.sdf\n'}
[0.862116] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_PortraitD_02/materials\n'}
[0.862159] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_PortraitD_02/materials/textures\n'}
[0.862201] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_PortraitD_02/materials/textures/aws_PortraitD_02.png\n'}
[0.862243] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_PortraitD_02/materials/textures/PortraitD_02.jpg\n'}
[0.862284] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_PortraitD_02/materials/textures/aws_PortraitD_01.png\n'}
[0.862326] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_PortraitD_02/meshes\n'}
[0.862366] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_PortraitD_02/meshes/aws_PortraitD_01_collision.DAE\n'}
[0.862407] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_PortraitD_02/meshes/aws_PortraitD_01_visual.DAE\n'}
[0.862448] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_PortraitD_02/model.config\n'}
[0.862489] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitD_04\n'}
[0.862557] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitD_04/model.sdf\n'}
[0.862603] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitD_04/materials\n'}
[0.862649] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitD_04/materials/textures\n'}
[0.862692] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitD_04/materials/textures/aws_DeskPortraitD_02.png\n'}
[0.862733] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitD_04/materials/textures/aws_DeskPortraitD_01.png\n'}
[0.862774] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitD_04/materials/textures/DeskPortraitD_04.jpg\n'}
[0.862815] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitD_04/meshes\n'}
[0.862856] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitD_04/meshes/aws_DeskPortraitD_01_collision.DAE\n'}
[0.862897] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitD_04/meshes/aws_DeskPortraitD_01_visual.DAE\n'}
[0.862944] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_DeskPortraitD_04/model.config\n'}
[0.862986] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_PortraitB_02\n'}
[0.866166] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_PortraitB_02/model.sdf\n'}
[0.866242] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_PortraitB_02/materials\n'}
[0.866303] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_PortraitB_02/materials/textures\n'}
[0.866350] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_PortraitB_02/materials/textures/PortraitB_02.jpg\n'}
[0.866394] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_PortraitB_02/materials/textures/aws_PortraitB_01.png\n'}
[0.866437] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_PortraitB_02/materials/textures/aws_PortraitB_02.png\n'}
[0.866480] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_PortraitB_02/meshes\n'}
[0.866537] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_PortraitB_02/meshes/aws_PortraitB_01_visual.DAE\n'}
[0.866588] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_PortraitB_02/meshes/aws_PortraitB_01_collision.DAE\n'}
[0.866631] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_residential_PortraitB_02/model.config\n'}
[0.866674] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_ShelfF_01\n'}
[0.866716] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_ShelfF_01/model.sdf\n'}
[0.866758] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_ShelfF_01/materials\n'}
[0.866799] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_ShelfF_01/materials/textures\n'}
[0.866841] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_ShelfF_01/materials/textures/aws_robomaker_warehouse_ShelfF_01.png\n'}
[0.866888] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_ShelfF_01/materials/textures/aws_robomaker_warehouse_ShelfF_03.png\n'}
[0.866932] (gazebo_envs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/gazebo_envs/share/gazebo_envs/models/aws_robomaker_warehouse_ShelfF_01/materials/textures/aws_robomaker_warehouse_ShelfF_02.png\n'}
